uuid,Void/Retire,Fully specified name:en,Short name:en,Description:en,Data class,Data type,Answers,Members,Mappings|SAME-AS|PIH|Name,Mappings|NARROWER-THAN|PIH|Name,Mappings|BROADER-THAN|PIH|Name,Mappings|SAME-AS|PIH|Number,Mappings|NARROWER-THAN|PIH|Number,Mappings|BROADER-THAN|PIH|Number,Mappings|SAME-AS|CIEL,Mappings|NARROWER-THAN|CIEL,Mappings|BROADER-THAN|CIEL,Mappings|SAME-AS|AMPATH,Mappings|SAME-AS|org.openmrs.module.emrapi,Absolute high,Critical high,Normal high,Absolute low,Critical low,Normal low,Units,Display precision,Allow decimals,Complex data handler
caa629c1-a56c-42af-917a-2fa1f7745551,,Pericardial Fluid,,,Sample,N/A,,ADA (Pericardial Fluid);Antibiotic Sensitivity (Pericardial Fluid);Agranulocyte Count (Pericardial Fluid);Appearance (Pericardial Fluid);Culture (Pericardial Fluid);Colour (Pericardial Fluid);Transparency (Pericardial Fluid);TLC (Pericardial Fluid);DLC (Pericardial Fluid);Neutrophil (Pericardial Fluid);Lymphocyte (Pericardial Fluid);Eosinophil (Pericardial Fluid);Glucose (Pericardial Fluid);Monocyte (Pericardial Fluid);AFB Stain (Pericardial Fluid);LDH (Pericardial Fluid);Protein (Pericardial Fluid);Basophil (Pericardial Fluid);Granulocyte Count (Pericardial Fluid);pH (Pericardial Fluid);Gram Stain (Pericardial Fluid),,,,,,,,,,,,,,,,,,,,,
1773e5ad-ddbd-447c-959b-b1edd0165bb6,,Stool,,,Sample,N/A,,pH (Stool);Reducing substance;Fat (Semi Quantitative);Coccidians;Color (w/o concentration);Fat Droplets (w/o concentration);Food Particles (w/o concentration);Others (Stool w/o concentration);Ova/Parasite/Cyst;Pus Cells (Stool);Quality;Colour (Stool);Color (with concentration);Fat Droplets (with concentration);Food Particles (with concentration);Others (Stool with concentration);Stool occult blood;Routine Microbiology Culture (Stool);Consistency;ZN Stain (Stool);Hanging Drop (Stool);Environment;Stool Microscopy w/o Concetration;Stool Microscopy with Concetration;Blood (Stool);Mucus;Pus (Stool);RBC (Stool);Yeast Cells (Stool);Fat Droplets;Protozol parasite/Ova/Cyst/Trophozoites;Gram Stain (Stool);Helminths parasite/Ova/Cyst/Trophozoites;Occult Blood Test;AFB Stain (Stool);Antibiotic Sensitivity (Stool);Stool Physical Examination;Stool Microscopic Examination;Stool Reducing Substance Test;Culture (Stool);Stool Chemical Examination,,,,,,,,,,,,,,,,,,,,,
34b92e4b-59bd-4b25-9897-2e6b1f012ac8,,Pleural Fluid,,Pleural Fluid,Sample,N/A,,Cytology (Plural Fluid);Gram Stain (Plural Fluid);ZN Stain (Plural Fluid);Culture (Plural Fluid);Total Leucocyte Count (Plural Fluid);Protein (Plural Fluid);Differential Count (Plural Fluid);Sugar (Plural Fluid);Adinosin diamarese (Pleural Fluid);LPA (Pleural Fluid);LJ (Pleural Fluid);CBNAAT (Pleural Fluid);ADA (Pleural Fluid);Antibiotic Sensitivity (Pleural Fluid);Agranulocyte Count (Pleural Fluid);Appearance (Pleural Fluid);Culture (Pleural Fluid);Colour (Pleural Fluid);Transparency (Pleural Fluid);TLC (Pleural Fluid);DLC (Pleural Fluid);Neutrophil (Pleural Fluid);Lymphocyte (Pleural Fluid);Eosinophil (Pleural Fluid);Glucose (Pleural Fluid);Monocyte (Pleural Fluid);AFB Stain (Pleural Fluid);LDH (Pleural Fluid);Protein (Pleural Fluid);Basophil (Pleural Fluid);Granulocyte Count (Pleural Fluid);pH (Pleural Fluid);Gram Stain (Pleural Fluid),,,,,,,,,,,,,,,,,,,,,
350f7b26-c95e-4158-9333-3d3be91252a5,,Peritoneal Fluid,,,Sample,N/A,,Sugar (Peritoneal Fluid);ADA (Peritoneal Fluid);Total Leucocyte Count (Peritoneal Fluid);Antibiotic Sensitivity (Peritoneal Fluid);Agranulocyte Count (Peritoneal Fluid);ZN Stain (Peritoneal Fluid);Cytology (Peritoneal Fluid);Differential Count (Peritoneal Fluid);Adinosin diamarese (Peritoneal Fluid);LPA (Peritoneal Fluid);LJ (Peritoneal Fluid);CBNAAT (Peritoneal Fluid);Appearance (Peritoneal Fluid);Culture (Peritoneal Fluid);Colour (Peritoneal Fluid);Transparency (Peritoneal Fluid);TLC (Peritoneal Fluid);DLC (Peritoneal Fluid);Neutrophil (Peritoneal Fluid);Lymphocyte (Peritoneal Fluid);Eosinophil (Peritoneal Fluid);Glucose (Peritoneal Fluid);Monocyte (Peritoneal Fluid);AFB Stain (Peritoneal Fluid);LDH (Peritoneal Fluid);Protein (Peritoneal Fluid);Basophil (Peritoneal Fluid);Granulocyte Count (Peritoneal Fluid);pH (Peritoneal Fluid);Gram Stain (Peritoneal Fluid),,,,,,,,,,,,,,,,,,,,,
943bff5c-1fc5-448b-b563-0536112146fd,,Sputum,,,Sample,N/A,,Culture (Sputum);AFB Stain (Sputum);ZN Stain (Sputum);LPA (Sputum);LJ (Sputum);CBNAAT (Sputum);Rifampicin resistance (Sputum);Gram Stain (Sputum);Antibiotic Sensitivity (Sputum);GenXpert,,,,,,,,,,,,,,,,,,,,,
00274914-bbc0-4060-942a-99d21738e636,,Pus,,,Sample,N/A,,AFB Stain (Pus);Gram Stain (Pus);Antibiotic Sensitivity (Pus);Culture (Pus),,,,,,,,,,,,,,,,,,,,,
5493e9ba-b9d8-4a8d-8406-38221f2f7fef,,Synovial Fluid,,,Sample,N/A,,Antibiotic Sensitivity (Synovial Fluid);Culture (Synovial Fluid);Agranulocyte Count (Synovial Fluid);Transparency (Synovial Fluid);Appearance (Synovial Fluid);DLC (Synovial Fluid);Colour (Synovial Fluid);Lymphocyte (Synovial Fluid);TLC (Synovial Fluid);Monocyte (Synovial Fluid);Neutrophil (Synovial Fluid);Glucose (Synovial Fluid);Protein (Synovial Fluid);Eosinophil (Synovial Fluid);LDH (Synovial Fluid);pH (Synovial Fluid);Basophil (Synovial Fluid);AFB Stain (Synovial Fluid);ADA (Synovial Fluid);Gram Stain (Synovial Fluid);Granulocyte Count (Synovial Fluid),,,,,,,,,,,,,,,,,,,,,
8d8eb396-e18d-4385-844b-7e2f3e4b1957,,Slit Skin,SlitSkin,,Sample,N/A,,AFB Stain (Slit Skin);ZN Stain (Slit Skin);M. Leprae (Slit Skin);Rifampicin resistance (Slit Skin);Gram Stain (Slit Skin);Antibiotic Sensitivity (Slit Skin);Borderline Tuberculoid,,,,,,,,,,,,,,,,,,,,,
c9948334-0c78-4982-9e22-93293c5bfa80,,Other Samples,Other,,Sample,N/A,,High Vaginal Swab Culture;KOH Preparation;Wet Mouth Preparation;Mantoux Test,,,,,,,,,,,,,,,,,,,,,
e7faa239-ef2b-479a-9c72-1421147f6082,,Montoux Test,Montoux,,Sample,N/A,,Montoux Test (Test),,,,,,,,,,,,,,,,,,,,,
34f7bcad-3c50-4ad4-ab15-d2b1991ebb01,,Tissue,,,Sample,N/A,,Culture (Tissue);Gram Stain (Tissue);ZN Stain (Tissue);Histopathology (Tissue);Fine Needle Aspiration Cytology (FNAC);Cytopathology (Tissue);LPA (Tissue);LJ (Tissue);CBNAAT (Tissue),,,,,,,,,,,,,,,,,,,,,
35eca461-08b6-4542-9e41-40c2a3937eb5,,Scrapping for Fungus,Scrap,,Sample,N/A,,Scrapping for Fungus (Test),,,,,,,,,,,,,,,,,,,,,
9ced9891-b41e-4047-8636-9bb6521a2bb6,,Asitic Fluid,,Asitic Fluid,Sample,N/A,,Culture (Asitic Fluid);Protein (Asitic Fluid);ZN Stain (Asitic Fluid);Differential Count (Asitic Fluid);Gram Stain (Asitic Fluid);Sugar (Asitic Fluid);Total Leucocyte Count (Asitic Fluid);Cytology (Asitic Fluid);Adinosin diamarese (Asitic Fluid);LPA (Asitic Fluid);LJ (Asitic Fluid);CBNAAT (Asitic Fluid),,,,,,,,,,,,,,,,,,,,,
dfb1752d-fcbd-4119-a471-49bda372da7e,,Knee Joint Fluid,,Knee Joint Fluid,Sample,N/A,,Culture (Knee Joint Fluid);Cytology (Knee Joint Fluid);ZN Stain (Knee Joint Fluid);Sugar (Knee Joint Fluid);Protein (Knee Joint Fluid);Gram Stain (Knee Joint Fluid);Total Leucocyte Count (Knee Joint Fluid);Differential Count (Knee Joint Fluid);Adinosin diamarese (Knee Joint Fluid);LPA (Knee Joint Fluid);LJ (Knee Joint Fluid);CBNAAT (Knee Joint Fluid),,,,,,,,,,,,,,,,,,,,,
354c677b-ee8e-4ada-b6f1-b68182740a2f,,Gastric Lavage (GAL),,,Sample,N/A,,Pus Cell (GAL);Red Blood Cell (GAL);Epithelial Cell (GAL);Parasite (GAL);ZN Stain (GAL);Gram Stain (GAL);AFB Culture (GAL);Cytology (GAL);Routine Microbiology Culture (GAL);Adinosin diamarese (GAL);LPA (GAL);LJ (GAL);CBNAAT (GAL),,,,,,,,,,,,,,,,,,,,,
e625709f-bc1e-4cca-a256-be264d1b85f1,,Bronchoscopy Lavage (BAL),,,Sample,N/A,,Pus Cell (BAL);Red Blood Cell (BAL);Epithelial Cell (BAL);Parasite (BAL);ZN Stain (BAL);Gram Stain (BAL);AFB Culture (BAL);Cytology (BAL);Routine Microbiology Culture (BAL);Adinosin diamarese (BAL);LPA (BAL);LJ (BAL);CBNAAT (BAL),,,,,,,,,,,,,,,,,,,,,
179685f3-2e34-420d-94f0-c8094cc89cfa,,Vaginal Fluid,,,Sample,N/A,,Normal Saline mount (Vaginal Fluid);KOH mount (Vaginal mount);pH (Vaginal Fluid);Whiff test (Vaginal Fluid);Gram Stain (Vaginal Fluid);Zn Stain (Vaginal Fluid);Cytology (Vaginal Fluid);LPA (Vaginal Fluid);LJ (Vaginal Fluid);CBNAAT (Vaginal Fluid),,,,,,,,,,,,,,,,,,,,,
4a96bf36-e682-49eb-8b6c-cc0bff014d53,,Other Body Fluids,,,Sample,N/A,,LPA (Other Body Fluids);LJ (Other Body Fluids);CBNAAT (Other Body Fluids),,,,,,,,,,,,,,,,,,,,,
6955afbe-12b2-11e6-8c00-080027d2adbd,,Specimen Id,Id,,Specimen,Text,,,,,,,,,,,,,,,,,,,,,,,
093c828e-303f-4094-8233-658e22939827,,Routine Microbiology Culture (BAL),,,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
becb0444-8308-4868-b685-b62edce71ffd,,Quickdash Survey Score,,,Test,Numeric,,,,,,,,,,,,,,,,,,,,,,0,
427773af-0c6f-4c07-89d1-f57a7d973349,,Quickdash Survey Image,,,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
c3f88550-3f10-11e4-adec-0800271c1b75,,Anoscopy,anoscopy,,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
c3f91846-3f10-11e4-adec-0800271c1b75,,Bronchoscopy,bronchoscopy,,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
c3f9bda3-3f10-11e4-adec-0800271c1b75,,Colonoscopy,colonoscopy,,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
c3fa83dd-3f10-11e4-adec-0800271c1b75,,Cystoscopy,cystoscopy,,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
c3fc349e-3f10-11e4-adec-0800271c1b75,,Esophagogastroduodenoscopy (EGD),esophagogastroduodenoscopy (egd),,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
c3fd3333-3f10-11e4-adec-0800271c1b75,,Enteroscopy,enteroscopy,,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
c3fdfbb5-3f10-11e4-adec-0800271c1b75,,Endoscopic retrograde cholangiopancreatography (ERCP),endoscopic retrograde cholangiopancreatography (ercp),,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
c3ff264a-3f10-11e4-adec-0800271c1b75,,Laparoscopy,laparoscopy,,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
c3ffeda6-3f10-11e4-adec-0800271c1b75,,Sigmoidoscopy,sigmoidoscopy,,Test,Text,,,,,,,,,,,,,,,,,,,,,,,
bb5e4849-3f10-11e4-adec-0800271c1b75,,LAB_REPORT,LAB_REPORT,,URL,Text,,,,,,,,,,,,,,,,,,,,,,,
eef8e969-269d-40c4-b7c9-182da11c2653,,Patient Video,,,Video,Complex,,,,,,,,,,,,,,,,,,,,,,,VideoUrlHandler
81c5840e-3f10-11e4-adec-0800271c1b75,,Visit Diagnoses,Visit Diagnoses,,ConvSet,N/A,,Bahmni Diagnosis Status;Bahmni Diagnosis Revised;Bahmni Initial Diagnosis;Diagnosis order;Diagnosis Certainty;Coded Diagnosis;Non-coded Diagnosis,,,,,,,,,,,Diagnosis Concept Set,,,,,,,,,,
81e79a45-3f10-11e4-adec-0800271c1b75,,Lab Departments,Lab departments,,ConvSet,N/A,,Haematology Department;Urine Department;Biochemistry Department;Clinical Pathology Department;Stool Department;Microbiology Department;Histo Pathology Department;Serology Department;Vaginal Department,,,,,,,,,,,,,,,,,,,,,
81e8776e-3f10-11e4-adec-0800271c1b75,,Other Investigations,Other Investigations,,ConvSet,N/A,,Endoscopy;Radiology,,,,,,,,,,,,,,,,,,,,,
81e95bce-3f10-11e4-adec-0800271c1b75,,Radiology Orders,Radiology,,ConvSet,N/A,,Chest;Neck;Other Radiology;Head;Face;Shoulder;Arm;Leg;Ribs;Hand;Hip;Knee;Abdomen;Pelvis;Spine;Special X Rays,,,,,,,,,,,,,,,,,,,,,
8227f47f-3f10-11e4-adec-0800271c1b75,,All_Tests_and_Panels_old,A_T_and_P,,ConvSet,N/A,,,,,,,,,,,,,,,,,,,,,,,
8229c7b3-3f10-11e4-adec-0800271c1b75,,XCompoundObservation,,,ConvSet,N/A,,IS_ABNORMAL,,,,,,,,,,,,,,,,,,,,,
84f626d0-3f10-11e4-adec-0800271c1b75,,Nutritional Values,,,ConvSet,Numeric,,Height;Weight,,,,,,,,,,,,,,,,,,,,1,
87a0c56d-3f10-11e4-adec-0800271c1b75,,Dose Quantity Units,Dose            Quantity Units,,ConvSet,N/A,,Ayurvedic;Tablet(s);Drops;Capsule(s);Jelly;Lotion;ml;Ointment;mg;IU;Powder;Solution;Spray;Unit(s);Cream;Gel;Inhaler;Injection;Syrup;Food Supplement,,,,,,,,,,,,,,,,,,,,,
9d5b708e-3f10-11e4-adec-0800271c1b75,,Dosing Units,dosing  units,,ConvSet,N/A,,Capsule(s);Tablet(s);ml;mg;IU;Drop;Tablespoon;Teaspoon;Unit(s);Puff(s),,,,,,,,,,,,,,,,,,,,,
9d697972-3f10-11e4-adec-0800271c1b75,,Drug Routes,drug routes,,ConvSet,N/A,,Intramuscular;Intravenous;Oral;Per Vaginal;Sub Cutaneous;Per Rectum;Sub Lingual;Nasogastric;Intradermal;Intraperitoneal;Intrathecal;Intraosseous;Topical;Nasal;Inhalation;SubCutaneous,,,,,,,,,,,,,,,,,,,,,
9d735b63-3f10-11e4-adec-0800271c1b75,,Duration Units,duration units,,ConvSet,N/A,,Minute(s);Month(s);Week(s);Hour(s);Day(s),,,,,,,,,,,,,,,,,,,,,
9d86785e-3f10-11e4-adec-0800271c1b75,,Dosing Instructions,Dosing Instructions,,ConvSet,N/A,,Before meals;Empty stomach;After meals;In the morning;In the evening;At bedtime;Immediately;As directed,,,,,,,,,,,,,,,,,,,,,
9d91cb77-3f10-11e4-adec-0800271c1b75,,All Observation Templates,All Observation templates,,ConvSet,N/A,,Clinic Visit (Surgeon);Surgical Booking;Clinic Visit (Anesthesia);Outside medical records;Pre-Op (Surgeon);Pre-Op (Anesthesia);Intra-Op (Staff);Intra-Op (Anesthesia);Post-op Surgeon;Post-op anesthesia;Physical Therapy;Patient Discharge;Poverty Probability Index For Honduras;VAS Pain Tool;Assessment test1;PROMs,,,,,,,,,,,,,,,,,,,,,
c36d22e6-3f10-11e4-adec-0800271c1b75,,Blood Pressure,Blood Pressure,,ConvSet,N/A,,Diastolic Data;Systolic Data;Posture,,,,,,,,,,,,,,,,,,,,,
c389d0ea-3f10-11e4-adec-0800271c1b75,,Discharge Summary,Discharge Summary,,ConvSet,N/A,,"Hospital Course;History and Examination Notes;Surgeries and Procedures;Follow up Date;Lab Investigation Notes;Radiology Notes;Other Notes;Additional Advice on Discharge;Discharge Summary, Plan for follow up",,,,,,,,,,,,,,,,,,,,,
c38c212e-3f10-11e4-adec-0800271c1b75,,Surgeries and Procedures,Surgeries and Procedures,,ConvSet,N/A,,Date of Operation;Orthopedic Operative Report at Discharge,,,,,,,,,,,,,,,,,,,,,
c39e2ed1-3f10-11e4-adec-0800271c1b75,,Chest,chest,,ConvSet,N/A,,"Chest, 1 view (X-ray);Chest, 2 views (X-ray);Chest, 4 views (X-ray);Chest lordotic (X-ray);Chest oblique - Bilateral (X-ray);CHEST PA;CHEST Lateral;CHEST AP;CHEST apical lordotic",,,,,,,,,,,,,,,,,,,,,
c3a08594-3f10-11e4-adec-0800271c1b75,,Spine,spine,,ConvSet,N/A,,"Spine, 1 view (X-ray);SPINE Lumbo-sacral AP/PA;SPINE Thoracic Lateral;SPINE Thoracic AP/PA;SPINE Cervical Lateral;SPINE Cervical AP/PA;Thoracic and lumbar spine, 2 views (X-ray);Cervical spine, 2 or 3 views (X-ray);Thoracic spine, 2 views (X-ray);Lumbar spine, 2 or 3 views (X-ray);SPINE Lumbo-sacral Lateral",,,,,,,,,,,,,,,,,,,,,
c3a261ca-3f10-11e4-adec-0800271c1b75,,Pelvis,pelvis,,ConvSet,N/A,,"Pelvis, 1 view (X-ray)",,,,,,,,,,,,,,,,,,,,,
c3a44eef-3f10-11e4-adec-0800271c1b75,,Abdomen,abdomen,,ConvSet,N/A,,"Abdomen, 1 view (X-ray);Abdomen AP (supine and lateraldecubitus) (X-ray);ABDOMEN AP Supine;ABDOMEN PA/AP standing erect;ABDOMEN lateral decubitus;ABDOMEN supine urography;ABDOMEN urinary bladder",,,,,,,,,,,,,,,,,,,,,
c39d6a53-3f10-11e4-adec-0800271c1b75,,Radiology,radiology,,ConvSet,N/A,,"MRI;CT;KUB;RGU;BARIUM STUDY Barium Enema;BARIUM STUDY Barium meal;BARIUM STUDY Barium swallow;SPINE Lumbo-sacral Lateral;SPINE Lumbo-sacral AP/PA;SPINE Thoracic Lateral;SPINE Thoracic AP/PA;SPINE Cervical Lateral;SPINE Cervical AP/PA;HEAD Mandible oblique lateral;HEAD Mandible PA;HEAD Mandible AP;HEAD Nose lateral;HEAD Sinus and face lateral;HEAD Skull lateral;HEAD Skull semiaxial (Towneâs);HEAD Skull AP;HEAD Skull PA;ABDOMEN urinary bladder;ABDOMEN supine urography;ABDOMEN lateral decubitus;ABDOMEN PA/AP standing erect;ABDOMEN AP Supine;CHEST apical lordotic;CHEST AP;CHEST Lateral;CHEST PA;LEG Foot lateral;LEG Foot oblique;LEG Foot AP;LEG Ankle joint;LEG Lower leg including ankle;LEG Lower leg including knee;LEG Knee lateral;LEG Knee AP;LEG Femur Lateral;LEG Femur AP;LEG Hip joint Lateral;LEG Hip joint AP;LEG Pelvis;ARM Finger lateral;ARM Hand oblique;ARM Hand AP;ARM Scaphoid;ARM Wrist Lateral;ARM Wrist AP;ARM Wrist PA;ARM Forearm Lateral;ARM Forearm AP;ARM Elbow Lateral;ARM Elbow AP;ARM Humerus Lateral;ARM Humerus AP;ARM Shoulder Axial;ARM Shoulder AP;ARM Scapula Lateral;ARM Scapula AP;ARM Clavicle AP;Skull, 2 views (X-ray);Temporomandibular joint, bilateral (XRay);Neck soft tissue (X-ray);Ankle - Right, 3 views (X-ray);Ankle - Left, 3 views (X-ray);Abdomen AP (supine and lateraldecubitus) (X-ray);Acromioclavicular joints - Bilateral (X-ray);Kidney retrograde pyelogram (X-ray);Chest oblique - Bilateral (X-ray);Chest lordotic (X-ray);Mandible panorex (X-ray);Chest, 4 views (X-ray);Skull, 4 views (X-ray);Facial bones, 3 views (X-ray);Sinuses, 3 views (X-ray);Thoracic and lumbar spine, 2 views (X-ray);Cervical spine, 2 or 3 views (X-ray);Calcaneus - Right, 2 views (X-ray);Lower leg - Right, 2 views (X-ray);Clavicle - Right, 2 views (X-ray);Thoracic spine, 2 views (X-ray);Calcaneus - Left, 2 views (X-ray);Lower leg - Left, 2 views (X-ray);Shoulder - Right, 2 views (X-ray);Shoulder - Left, 2 views (X-ray);Humerus - Right, 2 views (X-ray);Clavicle - Left, 2 views (X-ray);Forearm - Right, 2 views (X-ray);Lumbar spine, 2 or 3 views (X-ray);Humerus - Left, 2 views (X-ray);Forearm - Left, 2 views (X-ray);Femur - Right, 2 views (X-ray);Wrist - Right, 2 views (X-ray);Elbow - Right, 2 views (X-ray);Wrist - Left, 2 views (X-ray);Hand - Right, 2 views (X-ray);Elbow - Left, 2 views (X-ray);Foot - Right, 2 views (X-ray);Ribs - Right, 2 views (X-ray);Femur - Left, 2 views (X-ray);Foot - Left, 2 views (X-ray);Ribs - Left, 2 views (X-ray);Hip - Right, 2 views (X-ray);Hand - Left, 2 views (X-ray);Hip - Left, 2 views (X-ray);Chest, 2 views (X-ray);Knee - Right, 1 or 2 views (X-ray);Knee - Left, 1 or 2 views (X-ray);Abdomen, 1 view (X-ray);Pelvis, 1 view (X-ray);Spine, 1 view (X-ray);Chest, 1 view (X-ray)",,,,,,,,,,,,,,,,,,,,,
c3a65505-3f10-11e4-adec-0800271c1b75,,Knee,knee,,ConvSet,N/A,,"Knee - Left, 1 or 2 views (X-ray);Knee - Right, 1 or 2 views (X-ray)",,,,,,,,,,,,,,,,,,,,,
c3abcfbf-3f10-11e4-adec-0800271c1b75,,Hip,hip,,ConvSet,N/A,,"Hip - Left, 2 views (X-ray);Hip - Right, 2 views (X-ray)",,,,,,,,,,,,,,,,,,,,,
c3ae2b5a-3f10-11e4-adec-0800271c1b75,,Hand,hand,,ConvSet,N/A,,"Hand - Left, 2 views (X-ray)",,,,,,,,,,,,,,,,,,,,,
c3b1f12e-3f10-11e4-adec-0800271c1b75,,Ribs,ribs,,ConvSet,N/A,,"Ribs - Left, 2 views (X-ray);Ribs - Right, 2 views (X-ray)",,,,,,,,,,,,,,,,,,,,,
c3b479bc-3f10-11e4-adec-0800271c1b75,,Leg,leg,,ConvSet,N/A,,"Foot - Left, 2 views (X-ray);LEG Femur AP;LEG Femur Lateral;LEG Knee AP;LEG Knee lateral;LEG Lower leg including knee;LEG Lower leg including ankle;LEG Ankle joint;LEG Foot AP;LEG Foot oblique;LEG Hip joint Lateral;LEG Hip joint AP;LEG Pelvis;Femur - Left, 2 views (X-ray);Foot - Right, 2 views (X-ray);Femur - Right, 2 views (X-ray);Lower leg - Left, 2 views (X-ray);Calcaneus - Left, 2 views (X-ray);Lower leg - Right, 2 views (X-ray);Calcaneus - Right, 2 views (X-ray);Ankle - Left, 3 views (X-ray);Ankle - Right, 3 views (X-ray);LEG Foot lateral",,,,,,,,,,,,,,,,,,,,,
c3bc017f-3f10-11e4-adec-0800271c1b75,,Arm,arm,,ConvSet,N/A,,"Elbow - Left, 2 views (X-ray);ARM Humerus Lateral;ARM Elbow AP;ARM Elbow Lateral;ARM Forearm AP;ARM Forearm Lateral;ARM Wrist PA;ARM Wrist AP;ARM Wrist Lateral;ARM Scaphoid;ARM Hand AP;ARM Hand oblique;ARM Humerus AP;ARM Shoulder Axial;ARM Shoulder AP;Hand - Right, 2 views (X-ray);Wrist - Left, 2 views (X-ray);Elbow - Right, 2 views (X-ray);Wrist - Right, 2 views (X-ray);Forearm - Left, 2 views (X-ray);Humerus - Left, 2 views (X-ray);Forearm - Right, 2 views (X-ray);Humerus - Right, 2 views (X-ray);ARM Clavicle AP;ARM Scapula AP;ARM Scapula Lateral;ARM Finger lateral",,,,,,,,,,,,,,,,,,,,,
c3cc49a1-3f10-11e4-adec-0800271c1b75,,Shoulder,shoulder,,ConvSet,N/A,,"Clavicle - Left, 2 views (X-ray);Shoulder - Left, 2 views (X-ray);Shoulder - Right, 2 views (X-ray);Clavicle - Right, 2 views (X-ray);Acromioclavicular joints - Bilateral (X-ray)",,,,,,,,,,,,,,,,,,,,,
c3e03426-3f10-11e4-adec-0800271c1b75,,Face,face,,ConvSet,N/A,,"Sinuses, 3 views (X-ray);Facial bones, 3 views (X-ray);Mandible panorex (X-ray);Temporomandibular joint, bilateral (XRay)",,,,,,,,,,,,,,,,,,,,,
c3e365bf-3f10-11e4-adec-0800271c1b75,,Head,head,,ConvSet,N/A,,"Skull, 4 views (X-ray);HEAD Mandible PA;HEAD Mandible AP;HEAD Nose lateral;HEAD Sinus and face lateral;HEAD Skull lateral;HEAD Skull semiaxial (Towneâs);HEAD Skull AP;HEAD Skull PA;Skull, 2 views (X-ray);HEAD Mandible oblique lateral",,,,,,,,,,,,,,,,,,,,,
c3e9f0a3-3f10-11e4-adec-0800271c1b75,,Other Radiology,other,,ConvSet,N/A,,Kidney retrograde pyelogram (X-ray);CT;MRI,,,,,,,,,,,,,,,,,,,,,
c3f1bf99-3f10-11e4-adec-0800271c1b75,,Neck,neck,,ConvSet,N/A,,Neck soft tissue (X-ray),,,,,,,,,,,,,,,,,,,,,
c3f71780-3f10-11e4-adec-0800271c1b75,,Endoscopy,endoscopy,,ConvSet,N/A,,Sigmoidoscopy;Laparoscopy;Endoscopic retrograde cholangiopancreatography (ERCP);Enteroscopy;Esophagogastroduodenoscopy (EGD);Cystoscopy;Colonoscopy;Bronchoscopy;Anoscopy,,,,,,,,,,,,,,,,,,,,,
c3f7b273-3f10-11e4-adec-0800271c1b75,,Advanced Procedure,advanced procedure,,ConvSet,N/A,,Cystoscopy;Colonoscopy;Bronchoscopy;Anoscopy,,,,,,,,,,,,,,,,,,,,,
c3fb5936-3f10-11e4-adec-0800271c1b75,,Normal Procedure,normal procedure,,ConvSet,N/A,,Sigmoidoscopy;Laparoscopy;Endoscopic retrograde cholangiopancreatography (ERCP);Enteroscopy;Esophagogastroduodenoscopy (EGD),,,,,,,,,,,,,,,,,,,,,
c43e83ba-3f10-11e4-adec-0800271c1b75,,Special X Rays,special x rays,,ConvSet,N/A,,BARIUM STUDY Barium swallow;BARIUM STUDY Barium meal;BARIUM STUDY Barium Enema;RGU;KUB,,,,,,,,,,,,,,,,,,,,,
c446af3d-3f10-11e4-adec-0800271c1b75,,Fee Information,Fee Information,,ConvSet,N/A,,Comments;REGISTRATION FEES,,,,,,,,,,,,,,,,,,,,,
c44fc8c5-3f10-11e4-adec-0800271c1b75,,P/A (PER ABDOMEN),P/A (PER ABDOMEN),,ConvSet,N/A,,Fundal Height (Weeks);P/A Presenting Part;FHS;LMP,,,,,,,,,,,,,,,,,,,,,
c46896fd-3f10-11e4-adec-0800271c1b75,,Patient Document,Patient Document,,ConvSet,N/A,,Patient file,,,,,,,,,,,,,,,,,,,,,
dbc2ecdb-4e14-11e4-8a57-0800271c1b75,,Diagnosis Set of Sets,,,ConvSet,N/A,,"Unclassified;Injuries and Adverse Effects;Perinatal (Infant);Congenital Anomalies;Musculoskeletal and Connective Tissue;Skin, Subcutaneous Tissue;Pregnancy, Childbirth;Genitourinary System;Digestive System;Respiratory System;Circulatory System;Nervous System and Sense Organ Disorders;Mental Disorders;Blood Diseases;Enocrine, Nutritional and Metabolic Disorders;Neoplasms;Infectious and Parasitic Diseases",,,,,,,,,,,,,,,,,,,,,
